"","title","...5","...6","...7","...8","...9","...10"
"27","Four people have died in a fiery road crash near Elodis","DOC_ID:  550.txt 
 SOURCE:  International Times 
 AUTHOR:   
 PUBLISHED:  18-03-2007 
 LOCATION:   
 
 
A nine-year old boy initially survived the crash and had been flown to Abila Children's Hospital, but was declared dead on arrival. 
Police say they have a 25 year old truck driver in custody at the Elodis jail.
Officers say a car burst into flames after colliding with a GAStech truck on Calistermi Road just before 9AM (KDT).
A Kronos disaster victim identification team was sent to examine the wreckage.
Assistant Police Commissioner Adian Koppolis described the scene as ""horrific"".
He said the nine-year old boy was found wandering around the accident site.
""It's tragic that no one ultimately survived.  The roads out here can be treacherous when you are not constantly vigilant while driving,"" he said.
He noted that the truck passed into the intersection when the car had the right of way.   
","DOC_ID:  12.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  19-03-2007 
 LOCATION:   
 
 
A nine-year old boy initially survived the crash and had been flown to Abila Children's Hospital, but was declared dead on arrival.  
Police say they have a 25 year old truck driver in custody at the Elodis jail.
 
","","","",""
"28","GAStech","DOC_ID:  147.txt 
 SOURCE:  Everyday News 
 AUTHOR:   
 PUBLISHED:  24-02-2013 
 LOCATION:   
 
 
It is the biggest company of Kronos, the third bigger company of the gas in the planet, and is years of fifty-three. In the past it has had a corrupt reputation like and environmentally harmful, but nowadays GAStech, the previous business of Tethys-only, is trying to gain the confidence of international investors. This form the part of its ambitions to extend its gas that provides with the beneficial business outside the Mediterranean region.
It is an ascending task, and there is no certainty that Gastech has the capacity to convince potential investors that it has repaired his ways, and it is rooted not more in the past echo-hostile.
The operations of the pipe of GAStech are based on Kronos of the east, and is near relation with the government of Kronosian. This one is the heart of the business of the pipe of Kronos, where the gas of the gas fields of the east settles tubes to the west towards the rest of Kronos, Tethys and Europe.
GAStech does more than as soon as the gas of the pump. It has created cities and cities to maintain his operations, that it handles and it works almost single-giving.
The head of GAStech, Sten Sanjorge, Jr, that photo watches fixedly towards outside calendars and of marks throughout in the country, recognizes ""state inside the accusations of a state"", but she discusses that the necessities of the company simply to take care of his workers and of the communities around them.
By all means, to populate the good reasons with the necessity to come and to work in the hostile remote regions of Kronosian. They provide medical aid, the hospitality, and the food. The empire of GAStech has 2 thousand cows and 3 thousand pigs in its farms of the company, it works gyms, and it offers subsidized holidays in the resources of the Black Sea for the dominant employees. For the executives, it works a state extreme extra, a medical center and of the marble-aligned therapy.
In addition to all these allowances, there is also the station of GAStech TV, that does not even pretend to be impartial. It is there serving the will as the company.
It looks like as soon as the picture of a modern global company, as most of those have unloaded little ceremonious their ""activities of the not-heart"". There is a discussion, nevertheless, that the business of the energy is different from other industries, requiring the corporations of the energy to work of different ways.
Working in remote places without previous means of the infrastructure to lubricate and the sites of the gas they will be always, until certain point, cities of the company. GAStech makes certainly an effort to assure its employees can move inside and outside these locations working a deprived fleet of four planes to ferry across to its personnel the enormous distances between the sites.
 
","DOC_ID:  150.txt 
 SOURCE:  International Times 
 AUTHOR:   
 PUBLISHED:  22-02-2013 
 LOCATION:   
 
 
It is the biggest company in Kronos, the third largest gas company on the planet, and it is fifty-three years old. In the past it has had a reputation as corrupt and environmentally harmful, but nowadays GAStech, the former Tethys-only business, is trying to earn the trust of international investors. This forms part of its ambitions to expand its profitable business supplying gas outside of the Mediterranean region.
It is an uphill task, and there is no certainty that Gastech has the ability to convince potential investors it has mended its ways, and is no longer rooted in the eco-hostile past.
GAStech's pipeline operations are based in eastern Kronos, and there is close relationship with the Kronosian government. This is the heart of Kronos's pipeline business, where gas from the eastern gas fields is piped west towards the rest of Kronos, Tethys and Europe.
GAStech does more than just pump gas. It has created towns and cities to service its operations, which it manages and runs almost single-handed.
The head of GAStech, Sten Sanjorge, Jr, whose photo stares out from calendars and picture frames everywhere in the country, acknowledges the ""state within a state"" accusations, but argues that the company simply needs to look after its workers and the communities around them.
Of course, people need good reasons to come and work in the hostile remote Kronosian regions. They are provided with medical care, entertainment, and food. The GAStech empire owns 2 thousand cows and 3 thousand pigs in its company farms, runs gyms, and offers subsidised holidays in Black Sea resorts for key employees. For executives, it runs a state of the art, marble-lined medical and therapy centre.
In addition to all of these perks, there is also the GAStech TV station, which doesn't even pretend to be unbiased. It's there to serve the company's will.
It hardly seems the picture of a modern global company, as most of those have unceremoniously dumped their ""non-core activities"". There is an argument, however, that the energy business is different from other industries, requiring energy corporations to operate in distinct ways.
Working in far-off places with no previous infrastructure means oil and gas sites will always be, to some extent, company towns. GAStech certainly strives to ensure its employees can move in and out of these locations by operating a private fleet of four planes to ferry its staff the huge distances between sites. 
","DOC_ID:  580.txt 
 SOURCE:  The Continent 
 AUTHOR:   
 PUBLISHED:  24-02-2013 
 LOCATION:   
 
 
It is the largest company in Kronos, the third largest gas company on the planet, and it is fifty-three years old. In the past it has had a reputation corrupt and ecologically detrimental, but nowadays tries GAStech, former tethys-only the matter, to deserve the confidence of international investors. This forms part of its ambitions to be advantageous extend matter which the Mediterranean area provides to gas.
It is mount-upward task, and there no certainty that Gastech have to the capacity potential investors it to be persuade manners, has repaired and in the eco-hostile past carrot has been no longer shot.
The pipeline far directions of GAStech have been based in Eastern Kronos, and are dense proportion with the government Kronosian. This is the heart of the pipeline matter of Kronos, where the gas of the Eastern gas fields fails it by conducted west to the rest of Kronos, Tethys and Europe is.
GAStech pump more than only gas. It has to cities and conducted for its transactions cities to maintain, which it leads and almost single-handed in functioning put.
The head of GAStech, Sten Sanjorge, Jr, of which photograph recognizes of calendars and picture frameworks everywhere in the country tail, stands within a state charges, but debates that the company simply after its workers and communities must look around them.
Of course, to people good reasons necessary in the hostile distant areas come and have worked Kronosian. They become to provide with medical care, recreation, and food. The empire GAStech has 2 thousand cows and 3 thousand pigs in its company agriculture companies, runs gyms, and offers to subsidized holiday in the resort of the black sea for very important employees. For staff employees, it puts an overview, marble-lined a medical and therapy center in functioning.
Beside each of these perks, is there also posts of TV GAStech, which claims be not even unbiased. It must serve the will of the company there.
The picture of a modern overall company hardly seems, since the most of those unceremoniously have dumped their not fundamental activities. There is an argument, however, which the energy matter differing from other industries be, which energy companies require to work in several manners.
Working in far from place without previous oil and the gas places of infrastructure resources always, to some extend, company cities will be. GAStech strive themselves certainly insure be employees and from these places by a private fleet of four planes to ferry boat in functioning to put be staff the giant distances between places can move.
 
","DOC_ID:  648.txt 
 SOURCE:  World Journal 
 AUTHOR:   
 PUBLISHED:  24-02-2013 
 LOCATION:   
 
 
It is the largest company in Kronos, the third larger company of gas on planet, and they is years of fifty-three. In the past it had a reputation as corrupted and ambient harmful, but nowadays GAStech, the old businesses of Tethys-only, tries to gain the confidence of the international investors. This belonged to its ambitions to increase its gas of provisioning of profitable businesses apart from Mediterranean area.
It is ascending charge, and there is no certainty but Gastech with the capacity to convince the potential investors whom it repaired its manners, and is not enraciné any more in the eco-hostile past.
Operations of the drain of GAStech are based in Eastern Kronos, and there is close relationship with the government of Kronosian. It is the heart of the businesses of the drain of Kronos, where the gas of the Eastern gas layers is whistled in the west towards the remainder of Kronos, Tethys and Europe.
GAStech makes more than just gas of pump. It created cities and cities to maintain its operations, which it controls and runs almost simple-given.
The chief of GAStech, Sten Sanjorge, Jr, whose photograph fixedly looks at outside calendars and executives of table everywhere in the country, recognizes ""state the charges in state"", but wire-drawer owing to the fact that the needs for company simply to deal of his workmen and the communities around them.
Naturally, to populate the good reasons of the need to come and work in the areas remotely hostile of Kronosian. They are equipped with medical care, entertainment, and food. The empire of GAStech has 2 thousand cows and 3 thousand pigs in its farms of company, court of the rooms of gymnastics, and offers holidays subsidized in resources of the Black Sea for the principal employees. For executives, it runs a current situation, a medical center marble-striped and of therapy.
In addition to all these advantages, there is also the station of GAStech TV, which does not even pretend to be impartial. It is there to serve the will of the company.
This seems hardly the image of a modern total company, like the majority of those without ceremony emptied their ""activities of not-core"". There is an argument, however, that the businesses of energy are different from other industries, requiring companies of energy to function in the distinct ways.
By working in the distant places without average precedents infrastructure to oil and the gas sites will be always, to a certain extent, of the towns of company. GAStech tries certainly to ensure its employees can move in and out of these places by actuating a private fleet of four planes to transport out of vat its personnel the enormous distances between the sites.
 
","",""
"29","GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS","DOC_ID:  534.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  24-09-1994 
 LOCATION:  ABILA, Kronos 
 
 
The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International. Conservative estimates of preliminary test well results place the Tiskele Bend field at least on par with the largest of GAStech's Tethan fields.
 
","DOC_ID:  84.txt 
 SOURCE:  The World 
 AUTHOR:   
 PUBLISHED:  23-09-1994 
 LOCATION:  ABILA, Kronos 
 
 
The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International. Sten Sanjorge Jr.'s international expansion has been the hallmark of his brief tenure at the helm following his father's death in February of this year.
""Today is great day for the People of Kronos. With the jobs, and the cheaper and cleaner fuel provided by GAStech you can begin to live the lives you deserve.""
On the heels of GAStech's expansion into Asteria, the Tiskele Bend site has the potential to dwarf any of GAStech's other gas fields. Conservative estimates of preliminary test well results place the Tiskele Bend field at least on par with the largest of GAStech's Tethan fields. 
","DOC_ID:  105.txt 
 SOURCE:  Who What News 
 AUTHOR:   
 PUBLISHED:  24-09-1994 
 LOCATION:  ABILA, Kronos 
 
 
The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International. With the jobs, and the cheaper and cleaner fuel provided by GAStech you can begin to live the lives you deserve."" 
On the heels of GAStech's expansion into Asteria, the Tiskele Bend site has the potential to dwarf any of GAStech's other gas fields. Conservative estimates of preliminary test well results place the Tiskele Bend field at least on par with the largest of GAStech's Tethan fields.
 
","","",""
"30","GAStech's Sanjorge Escapes Kidnapping at GAStech HQ","DOC_ID:  689.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event his company's headquarters building in Abila yesterday.  Sanjorge, who had been attending a corporate meeting, was in transit from the GAStech building to the capitol when the kidnapping took place.   
Sanjorge and the four executives from the local GAStech headquarters were to attend a reception being hosted by President Kapelou at the Capitol Building.  
At the press conference, the GAStech spokesperson said, ""Our hearts go out to the families of the kidnapped.
 
","DOC_ID:  481.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Eva Thayer 
 PUBLISHED:  21-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event his company's headquarters building in Abila yesterday.  Sanjorge, who had been attending a corporate meeting, was in transit from the GAStech building to the capitol when the kidnapping took place.  
Sanjorge and the four executives from the local GAStech headquarters were to attend a reception being hosted by President Kapelou at the Capitol Building.  The reception was held to celebrate the 20th year of cooperation between the corporation and our country.  
At the press conference, the GAStech spokesperson said, ""Our hearts go out to the families of the kidnapped. We are working for a speedy and safe resolution to this crisis."" 
 
","DOC_ID:  344.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr.  Sanjorge, who had been attending a corporate meeting, was in transit from the GAStech building to the capitol when the kidnapping took place.
 
","","",""
"31","GASTECH ADOPTS NEW LOGO","DOC_ID:  65.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  16-05-2009 
 LOCATION:  CENTRUM, Tethys 
 
 
With great fanfare GAStech International's President and CEO Sten Sanjorge, Jr. spoke of the new logo - a tri-part blue flame - that is reminiscent of a leaf to ""help position GAStech and its products as a clean fuel alternative.""  
This rebranding process and new logo seem to be in response to recent trouble the multi-national gas giant has been struggling with in Kronos including the February 19 protest at GAStech - Kronos' headquarters of 200 people who blocked entrance to the building, resulting in several arrests.
 
","DOC_ID:  560.txt 
 SOURCE:  The Light of Truth 
 AUTHOR:   
 PUBLISHED:  17-05-2009 
 LOCATION:  CENTRUM, Tethys 
 
 
With international president and CEO Sten Sanjorge Jr. of GAStech and a large brass band, the new logo of the company indicated, part of the process rebranding of the company. 
During the press conference, Sten Sanjorge Jr. said the new logo - a non luminous flame of tripartite which is reminiscent of a sheet ""to help the GAStech position and its products like clean fuel alternative."" It also put in reference that the flame of tripartite represents the past, present, and the future of the company in that by keeping ""an eye the past where we know where we came - our humble beginnings; an eye the future we will know where we go - our next success; and the two feet planted in the present we will be proactive in never-changing, competing industry.""
In conclusion, Sanjorge, Jr. GAStech ""the non luminous flame affirmed that international is a durable beacon of the environmental responsibility, and an advancing symbol of the clean businesses of energy."" 
This rebranding the logo of process and new seem to be in response to the recent trouble that the multinational gas giant had fought with in Kronos including the protest of February 19 to the registered offices of GAStech - of Kronos of 200 people who blocked the entry with the building, having for result several arrests. The protest and others in and around Abila, the capital of Kronos, were in response to questions of contamination of water and to a lack of response of government and GAStech.
Sten Sanjorge, Jr. refused to directly present its observations on questions concerning of the protests and the contamination of the environment. It guided, ""is today a splendid day for GAStech. I will not let the day be run off the line by nonfounded, libelous allegations."" 
 
","DOC_ID:  195.txt 
 SOURCE:  The World 
 AUTHOR:   
 PUBLISHED:  15-05-2009 
 LOCATION:  CENTRUM, Tethys 
 
 
With great fanfare GAStech International's President and CEO Sten Sanjorge, Jr. revealed the company's new logo, part of the company's rebranding process. 
During the press conference Sanjorge, Jr. spoke of the new logo - a tri-part blue flame - that is reminiscent of a leaf to ""help position GAStech and its products as a clean fuel alternative."" He also referenced that the tri-part flame represents the past, present, and future of the company in that by keeping ""one eye on the past we know from where we came - our humble beginnings; one eye on the future we will know where we are going - our coming success; and both feet planted in the present we will be proactive in an ever-changing, competitive industry.""
Finally, Sanjorge, Jr. asserted GAStech International's ""blue flame is an enduring beacon of environmental responsibility, and a symbol of a clean energy business moving forward."" 
This rebranding process and new logo seem to be in response to recent trouble the multi-national gas giant has been struggling with in Kronos including the February 19 protest at GAStech - Kronos' headquarters of 200 people who blocked entrance to the building, resulting in several arrests. The protest and others in and around Abila, the capital of Kronos, have been in response to alleged water contamination issues and a lack of Government and GAStech response.
Sten Sanjorge, Jr. declined to comment directly on questions regarding protests and environmental contamination. He deflected, ""Today is a great day for GAStech. I won't let the day be derailed by unfounded, borderline libelous, allegations.""  
","DOC_ID:  422.txt 
 SOURCE:  Who What News 
 AUTHOR:   
 PUBLISHED:  16-05-2009 
 LOCATION:  CENTRUM, Tethys 
 
 
With great fanfare GAStech International's President and CEO Sten Sanjorge, Jr. spoke of the new logo - a tri-part blue flame - that is reminiscent of a leaf to ""help position GAStech and its products as a clean fuel alternative."" He also referenced that the tri-part flame represents the past, present, and future of the company in that by keeping ""one eye on the past we know from where we came - our humble beginnings; asserted GAStech International's ""blue flame is an enduring beacon of environmental responsibility, and a symbol of a clean energy business moving forward.""  
This rebranding process and new logo seem to be in response to recent trouble the multi-national gas giant has been struggling with in Kronos including the February 19 protest at GAStech - Kronos' headquarters of 200 people who blocked entrance to the building, resulting in several arrests. The protest and others in and around Abila, the capital of Kronos, have been in response to alleged water contamination issues and a lack of Government and GAStech response. He deflected, ""Today is a great day for GAStech.""
 
","",""
"32","GAStech and Kronos Celebrate Partnership","DOC_ID:  436.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  19-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
Local GAStech executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais will attend a reception with government officials tomorrow following a business meeting at their headquarters building.  Government spokesman Rufus Drymiau informed The Star that Sten Sanjorge Jr., President and CEO of GAStech, has traveled from Tethys to attend the events.  The reception, hosted by President Kapelou at the Capitol Building, is being held to celebrate the 20th year of cooperation between the corporation and our country. Taxes paid by GAStech have funded many infrastructure improvements including projects such as the modernization of Abila General Hospital, numerous schools, and hundreds of miles of paved highways.
 
","DOC_ID:  174.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Cato Rossini 
 PUBLISHED:  19-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
Local GAStech executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais will attend a reception with government officials tomorrow following a business meeting at their headquarters building.  Government spokesman Rufus Drymiau informed The Star that Sten Sanjorge Jr., President and CEO of GAStech, has traveled from Tethys to attend the events.  The reception, hosted by President Kapelou at the Capitol Building, is being held to celebrate the 20th year of cooperation between the corporation and our country.
GAStech International produces about 5 million cubic meters of gas daily from the Tiskele Bend fields. Taxes paid by GAStech have funded many infrastructure improvements including projects such as the modernization of Abila General Hospital, numerous schools, and hundreds of miles of paved highways.
 
","DOC_ID:  40.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  19-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
Local GAStech executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais and CEO Sten Sanjorge Jr. will attend a reception with government officials tomorrow following a business meeting at their headquarters building.
 
","","",""
"33","GASTECH EMPLOYEE INTERROGATED, RELEASED","DOC_ID:  125.txt 
 SOURCE:  Central Bulletin 
 AUTHOR:   
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. The apparent confusion stems from the similarity between his name and that of a Protector of Kronos member. 
Vann, a security guard for GAStech, was furious, stating, ""I have nothing to do whatsoever with any members of the terrorist group POK. I was born here in Abila and I support my government and my president. Being accused and being interrogated for 6 hours as a terrorist POK member is one of the worst days of my life. With some 14 GAStech employees still unaccounted for, one cannot blame the police or the government for not leaving any stone unturned.
 
","DOC_ID:  440.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. With some 14 GAStech employees still unaccounted for, one cannot blame the police or the government for not leaving any stone unturned.
 
","DOC_ID:  50.txt 
 SOURCE:  The Abila Post 
 AUTHOR:   
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
For roughly 6 hours GAStech - Kronos employee Edvard Vann was interrogated by Kronos Police and Government officials before being released at 17:00 this evening. The apparent confusion stems from the similarity between his name and that of a Protector of Kronos member.
Vann, a security guard for GAStech, was furious, stating, ""I have nothing to do whatsoever with any members of the terrorist group POK. I know no one from Elodis. I was born here in Abila and I support my government and my president. Being accused and being interrogated for 6 hours as a terrorist POK member is one of the worst days of my life. Just because a person has the same name as a criminal does not make him a criminal.""
Though he was instructed not to communicate with the press Vann was adamant to stress his innocence. With some 14 GAStech employees still unaccounted for, one cannot blame the police or the government for not leaving any stone unturned. 
 
","","",""
"34","GASTech Employees Kidnapped in Kronos","DOC_ID:  167.txt 
 SOURCE:  International Times 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:   
 
 
Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. 
Fourteen employees, including possibly five executive officers, are feared kidnapped yesterday by the ""Protectors of Kronos"".  Reported missing includes: GAStech President and CEO Sten Sanjorge Jr,CFO Ingrid Barranco, CIO Ada Campo-Corrente, COO Orhan Strum, and Environmental Officer Willem Vasco-Pais.
Local news organizations have received a ransom note from the POK claiming responsibility and demanding $20 Million from the company.  It is possible additional demands are forthcoming.
Sanjorge and the others disappeared following a board meeting at GASTech headquarters.  A fire alarm went off, and the execs were discovered missing shortly after that.  The complete list of all the unaccounted-for employees has not been released. 
John Rathburn, an American expert on executive kidnappings who is living in Tethys, says that Kronos has not been known as an archetypal country for kidnapping. ""However, increased activity by POK, APA [Asterian People's Army], and others in the region have significantly increased the risk.""
The Times's correspondent in Abila says GASTech offices are closed, and phone calls are being answered but referred to local authorities.  
GASTech's corporate headquarters in Tethys have refused to comment. However, other news sources have reported Tethys federal law enforcement officials and staff from the Tethan Ministry of Foreign Affairs have arrived in Kronos to assist police in the investigation.
 
","DOC_ID:  598.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:   
 
 
Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering.  
Fourteen employees, including possibly five executive officers, are feared kidnapped yesterday by the ""Protectors of Kronos"".  
John Rathburn, an American expert on executive kidnappings who is living in Tethys, says that Kronos has not been known as an archetypal country for kidnapping. However, other news sources have reported Tethys federal law enforcement officials and staff from the Tethan Ministry of Foreign Affairs have arrived in Kronos to assist police in the investigation.
 
","DOC_ID:  787.txt 
 SOURCE:  World Source 
 AUTHOR:   
 PUBLISHED:  21-01-2014 
 LOCATION:   
 
 
Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering.  
Fourteen employees, including possibly five executive officers, are feared kidnapped yesterday by the ""Protectors of Kronos"".  Reported missing includes: GAStech President and CEO Sten Sanjorge Jr, CFO Ingrid Barranco, CIO Ada Campo-Corrente, COO Orhan Strum, and Environmental Officer Willem Vasco-Pais.  
John Rathburn, an American expert on executive kidnappings who is living in Tethys, says that Kronos has not been known as an archetypal country for kidnapping. ""However, increased activity by POK, APA [Asterian People's Army], and others in the region have significantly increased the risk."" 
Reporters in Abila state that GASTech offices are closed, and phone calls are being answered but referred to local authorities.   
GASTech's corporate headquarters in Tethys have refused to comment. However, other news sources have reported Tethys federal law enforcement officials and staff from the Tethan Ministry of Foreign Affairs have arrived in Kronos to assist police in the investigation.
 
","","",""
"35","GASTECH HEADQUARTERS BLOCKED BY POK","DOC_ID:  565.txt 
 SOURCE:  Central Bulletin 
 AUTHOR:   
 PUBLISHED:  19-02-2009 
 LOCATION:  ABILA, Kronos 
 
 
A POK rally designed to bring attention to claims of environmental damage have done more damage to their image. The rally outside of GAStech International's headquarters resulted in multiple arrests for trespassing. 
About two hundred people gathered in front of the GAStech building chanting slogans and waving signs that held the visages of people who have allegedly died due to environmental contamination.  Ten of the protestors chained themselves to the doors of the building in an attempt to prevent GAStech employees from going to work. 
Police spokesman Adrien Carman said, ""We allowed the group some latitude with their rally, but when GAStech complained that the protestors were blocking entrance to their building, we had to take action.  The last thing we wanted to happen was for a GAStech employee to get hurt by the crowd just because he was trying to go to work.""
 
","DOC_ID:  476.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  19-02-2009 
 LOCATION:  ABILA, Kronos 
 
 
A POK rally designed to bring attention to claims of environmental damage have done more damage to their image. The rally outside of GAStech International's headquarters resulted in multiple arrests for trespassing.  Ten of the protestors chained themselves to the doors of the building in an attempt to prevent GAStech employees from going to work.
 
","DOC_ID:  807.txt 
 SOURCE:  The Abila Post 
 AUTHOR:   
 PUBLISHED:  19-02-2009 
 LOCATION:  ABILA, Kronos 
 
 
A POK rally designed to bring attention to claims of environmental damage have done more damage to their image. The rally outside of GAStech International's headquarters resulted in multiple arrests for trespassing.
About two hundred people gathered in front of the GAStech building chanting slogans and waving signs that held the visages of people who have allegedly died due to environmental contamination.  Ten of the protestors chained themselves to the doors of the building in an attempt to prevent GAStech employees from going to work.
Police spokesman Adrien Carman said, ""We allowed the group some latitude with their rally, but when GAStech complained that the protestors were blocking entrance to their building, we had to take action.  The last thing we wanted to happen was for a GAStech employee to get hurt by the crowd just because he was trying to go to work.""
Government officials have expressed concern for the ""pattern of increasingly aggressive tactics by the Protectors of Kronos."" In response to increased aggression from the POK, additional security will be provided to ensure public safety for all future rallies.
GAStech officials declined to comment at this time indicating an official statement will be issued on the incident. 
","","",""
"36","GASTECH LEADERSHIP CONFIRMED MISSING","DOC_ID:  170.txt 
 SOURCE:  Central Bulletin 
 AUTHOR:   
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government reception following this morning's meeting at GAStech - Kronos headquarters, but never showed up. Avila denied that any GAStech employee has been abducted.  
The GAStech - Kronos leadership was also handsomely rewarded. The IPO filings show that the executive group earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum. maintains an office in Centrum, the capital of Tethys, most of GAStech International's operations take place on Kronos including production of about 5 million cubic meters of gas daily. Avila works in GAStech's Centrum headquarters.
 
","DOC_ID:  63.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. maintains an office in Centrum, the capital of Tethys, most of GAStech International's operations take place on Kronos including production of about 5 million cubic meters of gas daily.
 
","DOC_ID:  713.txt 
 SOURCE:  The Abila Post 
 AUTHOR:  Haneson Ngohebo 
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government reception following this morning's meeting at GAStech - Kronos headquarters, but never showed up.
Ms. Avila denied that any GAStech employee has been abducted. She also denied that they had simply skipped town with their newfound riches.
As The World reported on 16 December 2013, GAStech International's recent initial public offering (IPO) netted Sten Sanjorge, Jr. an eye-popping $1.96 billion for his controlling share of the international gas drilling and exploration company. 
The GAStech - Kronos leadership was also handsomely rewarded. The IPO filings show that the executive group earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum. Environmental Safety Advisor Willem Vasco-Pais also earned $38.5 million.
Though Mr. Sanjorge, Jr. maintains an office in Centrum, the capital of Tethys, most of GAStech International's operations take place on Kronos including production of about 5 million cubic meters of gas daily. Ms. Avila works in GAStech's Centrum headquarters. 
","","",""
